,0
"('G3.E3', 0.25)",9.168339888696354e-05
"('C3', Fraction(1, 3))",0.000623447112431352
"('F3.G3', 0.25)",0.0006326154523200484
"('C4.F4.G4.E4', 0.25)",0.0006417837922087447
"('F4.F4.G4', 0.25)",0.0006509521320974411
"('G4.G#4.A4.E4', 0.25)",0.0006601204719861374
"('C4.D4.C5.B4', 0.25)",0.0006692888118748337
"('A4', 0.25)",0.012808170824508806
"('G4', Fraction(1, 3))",0.01375250983304453
"('C4', 1.0)",0.01848337321561185
"('F3', 0.25)",0.027239137809316867
"('F2', 0.25)",0.031071503882791944
"('F#3', 0.25)",0.03648999275701149
"('F#2', 0.25)",0.03990978353549523
"('G3', 0.25)",0.052772964399336215
"('G2', 0.25)",0.058888247105096686
"('G#3', 0.25)",0.06353659542866574
"('G#2', 0.25)",0.06655297925204684
"('A3', 0.25)",0.08008544892776266
"('A2', 0.25)",0.08941881893445555
"('B-3', 0.25)",0.09737693795784398
"('B-2', 0.25)",0.10479412492779933
"('B3', 0.25)",0.10845229254338917
"('B2', 0.25)",0.11407248489516003
"('C4', 0.25)",0.1249553043430426
"('C3', 0.25)",0.13899203271263671
"('C#5', 0.5)",0.1425493485894509
"('G#4', 0.5)",0.1483804127586618
"('C#4', 0.5)",0.151635173419149
"('G#3', 0.5)",0.16086769168706624
"('E4', 0.5)",0.16634119060061797
"('E3', 0.5)",0.17109955900285137
"('B4', 0.5)",0.17752656526482752
"('B3', 0.5)",0.18321093599581925
"('B4', 4.0)",0.18344931283292537
"('G#4', 4.0)",0.183641847970588
"('B3', 4.0)",0.18377937306891845
"('G#3', 4.0)",0.18404525492569065
"('A4', 0.5)",0.19463468749713494
"('A3', 0.5)",0.20491239651236356
"('F#4', 0.5)",0.2099183100915918
"('F#3', 0.5)",0.2131547340723016
"('C#3', 0.5)",0.21703294184522015
"('B-4', Fraction(2, 3))",0.21728048702221495
"('F#4', Fraction(2, 3))",0.21746385381998887
"('B-3', Fraction(2, 3))",0.21771139899698366
"('F#3', Fraction(2, 3))",0.21792227081442367
"('C#4', Fraction(2, 3))",0.21800478587342192
"('C#3', Fraction(2, 3))",0.21809646927230888
"('C5', Fraction(2, 3))",0.21838985614874717
"('G#4', Fraction(2, 3))",0.21851821290718892
"('C4', Fraction(2, 3))",0.2188024314437385
"('G#3', Fraction(2, 3))",0.21893078820218026
"('E-4', Fraction(2, 3))",0.2190774816403994
"('E-3', Fraction(2, 3))",0.21911415499995418
"('E-5', Fraction(2, 3))",0.21919667005895244
"('F5', 4.0)",0.2192608484381733
"('C#5', 4.0)",0.21931585847750548
"('F4', 4.0)",0.21962758203372115
"('C#4', 4.0)",0.21977427547194028
"('G4', 4.0)",0.22028770250570728
"('C5', 4.0)",0.22070027780069862
"('D5', 4.0)",0.22079196119958558
"('G5', 4.0)",0.2209844963372482
"('A5', 1.5)",0.2212503781940204
"('E5', 2.5)",0.22136039827268478
"('E5', 1.5)",0.22203885542444832
"('G5', 0.5)",0.22724647248122784
"('F#5', 0.5)",0.23067543159960027
"('D5', 2.0)",0.2310421651951481
"('E-5', 1.0)",0.23176646404635512
"('E5', 0.25)",0.24429041633431434
"('D5', 0.25)",0.25689688368127184
"('F#5', 0.25)",0.26491001274399245
"('G5', 0.25)",0.2718871193992904
"('G5', 3.0)",0.2719788027981774
"('D4', 1.5)",0.2729506468263792
"('G3', 1.5)",0.27336322212137054
"('E-4', 0.25)",0.2801752986586719
"('E4', 0.25)",0.28944449028614394
"('F4', 2.0)",0.289985422339577
"('B-3', 2.0)",0.2902788092160153
"('F#4', 1.5)",0.2905813644323423
"('B3', 1.5)",0.29090225632844663
"('G4', 0.25)",0.3058649870267991
"('G#4', 0.25)",0.31227365660899786
"('C#4', 0.25)",0.31683032153367996
"('A4', 2.0)",0.31786634394110264
"('D4', 2.0)",0.31854480109286615
"('G#4', 1.5)",0.31881985128952706
"('C#4', 1.5)",0.31930577330362797
"('F#4', 0.25)",0.3257602845852702
"('E4', 1.5)",0.32634705833814676
"('A3', 1.5)",0.32672296027358333
"('D4', 0.25)",0.33977867627508695
"('C#4', 2.0)",0.3399253697133061
"('F#3', 2.0)",0.3400445581318592
"('B-4', 1.5)",0.3405488168257375
"('E-4', 1.5)",0.34069551026395667
"('B4', 0.25)",0.3502947621274218
"('C5', 0.25)",0.3656058897415447
"('F4', 0.25)",0.37523264662467587
"('C#5', 2.0)",0.37579191535788636
"('F#4', 2.0)",0.3761128072539907
"('C5', 1.5)",0.3768829478046412
"('F4', 1.5)",0.3776255833356256
"('B-4', 0.25)",0.383199933987953
"('D3', 1.5)",0.3836400143026104
"('E-3', 0.25)",0.3897919703679257
"('E3', 0.25)",0.39587974805402004
"('F3', 2.0)",0.39604477817201655
"('F#3', 1.5)",0.3964756901467853
"('A3', 2.0)",0.3969707805007749
"('G#3', 1.5)",0.3971816523182149
"('E3', 1.5)",0.39765840599242713
"('D3', 0.25)",0.4138130208763101
"('C#3', 2.0)",0.4139138726150858
"('B-3', 1.5)",0.41401472435386144
"('C#5', 2.25)",0.41403306103363885
"('F4', 2.25)",0.4140972394128597
"('C#4', 2.25)",0.41417975447185795
"('C#5', Fraction(1, 3))",0.41499573672195195
"('F4', Fraction(1, 3))",0.41649934446369813
"('C#4', Fraction(1, 3))",0.4173244950536808
"('C#5', 0.25)",0.42449413684664133
"('C5', 0.75)",0.426859568537925
"('E4', 0.75)",0.42801477936390075
"('C4', 0.75)",0.42890410833310433
"('B4', 1.75)",0.4289499500325478
"('E-4', 1.75)",0.42900496007188
"('B3', 1.75)",0.4291699901898765
"('E-4', 0.5)",0.4384575184971259
"('B4', 0.75)",0.4393376791264407
"('E-4', 0.75)",0.4396769077023225
"('B3', 0.75)",0.4401353246967573
"('B-4', 1.0)",0.4411255054047365
"('D4', 1.0)",0.4432067185594706
"('B-3', 1.0)",0.44428858266633675
"('A4', 1.0)",0.44780005684370744
"('C#4', 1.0)",0.4485335240348031
"('A3', 1.0)",0.44948703138322754
"('F#4', 1.0)",0.4506239055294259
"('F#3', 1.0)",0.451073154183972
"('G#4', 0.75)",0.45192580979362074
"('G#3', 0.75)",0.4520449982121738
"('E4', 1.0)",0.45345692255503306
"('G#3', 1.0)",0.4538419928303583
"('E3', 1.0)",0.453942844569134
"('G#4', 1.0)",0.4547771634990053
"('F#4', 1.75)",0.45488718357766966
"('B-3', 1.75)",0.45494219361700183
"('F#3', 1.75)",0.4550063719962227
"('B-3', 0.5)",0.46183678521330146
"('C#4', 2.75)",0.46184595355319014
"('F3', 2.75)",0.4618551218930788
"('C#3', 2.75)",0.4618642902329675
"('C#3', 0.25)",0.46649430187675917
"('B3', Fraction(2, 3))",0.46650347021664784
"('E4', 1.75)",0.46671434203408785
"('B4', Fraction(23, 12))",0.4667235103739765
"('E4', Fraction(23, 12))",0.4667326787138652
"('B3', Fraction(23, 12))",0.4667418470537539
"('E-5', 0.25)",0.4721144942285299
"('F5', 2.0)",0.4723895444251908
"('B-4', 2.0)",0.47292130813873523
"('F5', 0.25)",0.48194295458921244
"('B4', Fraction(1, 3))",0.48287812525785945
"('B4', 1.0)",0.4849868434322596
"('F#4', Fraction(1, 3))",0.48618789595767886
"('G#5', 0.25)",0.4911021261380201
"('F#5', 1.75)",0.4911754728571297
"('F#5', 4.0)",0.4913680079947923
"('F#4', 4.0)",0.49172557325045146
"('C5', 0.5)",0.5029292845944384
"('G4', 0.5)",0.5157282870790585
"('D4', 0.5)",0.5289765382182248
"('F4', 0.5)",0.539025038736236
"('C4', 0.5)",0.55116392074887
"('C4', 1.5)",0.5515581593640839
"('G4', 1.0)",0.5535293524401537
"('F4', 1.0)",0.5556472389544426
"('C5', 1.0)",0.5573983918731835
"('A4', 1.5)",0.5580951857047245
"('E4', 2.0)",0.5589478413143733
"('A4', 4.0)",0.5592412281908116
"('E4', 4.0)",0.5597363185448012
"('C3', 0.5)",0.5690055101722732
"('B2', 0.5)",0.570490781234242
"('G3', 0.5)",0.5778162848053104
"('A2', 0.5)",0.5820612261737769
"('F3', 0.5)",0.5881214988402051
"('B-2', 0.5)",0.5913120811214715
"('D3', 0.5)",0.6002970542123939
"('G2', 0.5)",0.6142054258235462
"('F2', 0.5)",0.6180744652565761
"('E2', 0.5)",0.6197247664365414
"('G3.G3.B3', 0.25)",0.6197706081359848
"('D5', 0.5)",0.6290489681033455
"('C4.G3.G3', 0.25)",0.6290856414629004
"('B3.C4.G3', 0.25)",0.6291223148224552
"('G3.C4.G3', 0.25)",0.62915898818201
"('E5.D5.E5', 0.25)",0.6292690082606743
"('C4.B3.A3', 0.25)",0.6293056816202292
"('D5.C5', Fraction(1, 3))",0.6293148499601179
"('G3.E3.E3', 0.25)",0.6293515233196727
"('G3.A3.E3', 0.25)",0.6293881966792275
"('E3.G3.A3', 0.25)",0.6294248700387823
"('A4', 1.25)",0.6296082368365563
"('E3.E3.G3', 0.25)",0.6296357418562224
"('A3.E3.E3', 0.25)",0.6296632468758885
"('G3.A3.A3', 0.25)",0.6296907518955546
"('E5', Fraction(1, 3))",0.6303692090473181
"('A3.C4.D4', 0.25)",0.6304242190866503
"('A3.A3.C4', 0.25)",0.6304517241063163
"('D4.A3.A3', 0.25)",0.6304792291259824
"('C4.D4.A3', 0.25)",0.6305067341456485
"('A5.G5.A5', 0.25)",0.6305342391653146
"('G5.A5', 0.25)",0.6310568345389703
"('C4.C4.E4', 0.25)",0.6310843395586364
"('F5', Fraction(2, 3))",0.6311301812580798
"('F4.C4.C4', 0.25)",0.6311576862777459
"('E4.F4.D4', 0.25)",0.631185191297412
"('G5', Fraction(1, 3))",0.6322762237441669
"('D4.F4.G4', 0.25)",0.632303728763833
"('D4.D4.F4', 0.25)",0.6323312337834991
"('G5', Fraction(5, 12))",0.6323587388031652
"('G4.G3.G3', 0.25)",0.6323862438228313
"('G5.G5.B-5', 0.25)",0.6324412538621634
"('D4.F3', 0.25)",0.6326979673790469
"('G5.F5', 0.25)",0.6335964646881391
"('F3.C4', 0.25)",0.6340182083230191
"('E-3.E-3', 0.25)",0.6342382484803478
"('E-5.F5', 0.25)",0.6343666052387895
"('B-3.D3', 0.25)",0.6345958137360069
"('D5', Fraction(1, 3))",0.6358702129805357
"('D3.F3.F#3', 0.25)",0.6360902531378644
"('G3.G3', 0.25)",0.636282788275527
"('C5.C5.D5', 0.25)",0.6363102932951931
"('F5.F5.G5', 0.25)",0.6363377983148591
"('F5.E-5.E-5', 0.25)",0.6363653033345252
"('F5.E-5.D5', 0.25)",0.6363928083541913
"('D5.E-5.D5', 0.25)",0.6364203133738574
"('G5', 1.25)",0.6365028284328557
"('F3.C4', Fraction(1, 3))",0.6365486701322991
"('G5', Fraction(11, 12))",0.6365578384721878
"('D5.C5', 0.25)",0.636796215309294
"('F5', 0.75)",0.6376121975593879
"('G5', Fraction(2, 3))",0.6378597427363827
"('D5', Fraction(2, 3))",0.6381256245931549
"('G5', 0.75)",0.6383273280707062
"('C4', 2.0)",0.6388957651438054
"('G4', 3.0)",0.6392533303994645
"('G3', 1.0)",0.639812599132675
"('B-4', 0.5)",0.6462579420744285
"('G4', 3.5)",0.6464688138918686
"('C5', 2.0)",0.6468263791475277
"('F3', 1.0)",0.6477248764566199
"('E-4', 1.0)",0.6487975722235974
"('D5', 3.5)",0.6488342455831522
"('B-3', 3.0)",0.6489992757011487
"('D5', 1.0)",0.6503561900046757
"('G5', 2.0)",0.6504937151030061
"('F5', 1.0)",0.6510896571957714
"('D5', 3.0)",0.651373875732321
"('E-5', 2.0)",0.651887302766088
"('B-4', 3.0)",0.6520156595245297
"('E5', 1.0)",0.6532717220892811
"('E5', 4.0)",0.653427583867389
"('B3', 1.0)",0.6543077444967038
"('A4', 3.0)",0.6545277846540325
"('B5', 1.5)",0.654601131373142
"('A5', 1.0)",0.6552154101456846
"('F#5', 0.75)",0.6560680657553334
"('E5', 2.0)",0.6565173144098795
"('E4.G#4', 0.25)",0.6574341483987491
"('F#4.A4', 0.25)",0.6580575955111805
"('E-4.F#4', 0.25)",0.6586993793033892
"('E4.G#4', 0.5)",0.6588827461011632
"('C#4.E4', 0.25)",0.6598637584692537
"('C#4.E4', 0.75)",0.6599371051883632
"('E-4.F#4', 0.5)",0.6600654619468049
"('G#4.B4', 0.25)",0.6603588488232432
"('B3.E-4', 0.25)",0.6609272858963424
"('B3.E-4', 0.5)",0.6609639592558972
"('D4', 0.75)",0.6620916650622068
"('A5', 0.25)",0.6720026404818876
"('F#6', 0.25)",0.6749090042266044
"('E6', 0.25)",0.6767059988447889
"('B5', 0.25)",0.6790164204967404
"('B5', 0.5)",0.6805475332581526
"('G3.D4', 0.25)",0.6807584050755927
"('B-3.E-4', 0.25)",0.6807675734154814
"('C4.F4', 0.25)",0.6808225834548136
"('D4.G4', 0.25)",0.6810609602919198
"('E4.A4', 0.25)",0.6811801487104728
"('F4.B-4', 0.25)",0.6814093572076902
"('A4.C5', 0.25)",0.6814276938874676
"('D5', 0.75)",0.6832705302050955
"('E-5', 0.5)",0.6889915742956421
"('B-4', 0.75)",0.6897433781665152
"('B-3', 0.75)",0.6903851619587239
"('E-4.B-4', 0.25)",0.6904218353182787
"('B-4.F5', 0.25)",0.6904951820373882
"('B-4.E-5', 0.25)",0.6905135187171656
"('G#4.D5', 0.25)",0.690531855396943
"('A4', 0.75)",0.6925763951921222
"('F3', 0.75)",0.6934198824618822
"('F4', 0.75)",0.6944283998496389
"('F5', 0.5)",0.6996818586058619
"('E-3', 0.5)",0.7032208378028987
"('A3', 0.75)",0.7038992949546622
"('G4', 1.5)",0.7047336138845336
"('G3', 1.75)",0.7049353173620849
"('F3', 1.75)",0.7049444857019737
"('B-3', 1.25)",0.7049536540418624
"('E-3', 1.25)",0.7049994957413058
"('G6', 0.5)",0.7053112192975215
"('B-6', 0.5)",0.705476249415518
"('E-7', 0.5)",0.7057237945925128
"('F7', 0.5)",0.7059071613902868
"('E-6', 0.5)",0.7061638749071703
"('C7', 0.5)",0.7064847668032747
"('D7', 0.5)",0.7067048069606033
"('C#6', 0.5)",0.7076033042696955
"('F6', 0.5)",0.7078691861264678
"('G#6', 0.5)",0.7084101181799008
"('C#7', 0.5)",0.7084742965591218
"('G#7', 0.5)",0.7085018015787878
"('B-7', 3.0)",0.7085109699186766
"('B-7', 2.5)",0.7085201382585653
"('B-7', 2.0)",0.708529306598454
"('B-7', 0.5)",0.7085384749383428
"('B-7', 1.0)",0.7085476432782315
"('E4.B4', 0.25)",0.7096295073850977
"('B3.G#4', 0.25)",0.7098495475424264
"('B4.G#4', 0.25)",0.7099045575817585
"('G#4.E4', 0.25)",0.7112981452448404
"('B4.E4', 0.25)",0.7114173336633934
"('G#4.B3', 0.25)",0.7114815120426143
"('E4.C#5', 0.25)",0.711609868801056
"('C#4.G#3', 0.25)",0.7119582657168265
"('G#3.G#4', 0.25)",0.7123433359921517
"('A4.F#5', 0.25)",0.7126275545287013
"('F#4.C#5', 0.25)",0.71305846650347
"('C#5.F#5', 0.25)",0.7130768031832474
"('A4.C#5', 0.25)",0.7131959916018005
"('G#4.E5', 0.5)",0.7132143282815778
"('E5.E4', 0.5)",0.7132785066607987
"('E5.G#4', 0.5)",0.7133335167001309
"('E4.B4', 0.5)",0.7133701900596857
"('G#4.C#5', 0.25)",0.7143512024277763
"('C#4.G#4', 0.25)",0.7155339182734181
