,0
"('G#3.C4.E-4', 0.75)",3.2157959899024006e-05
"('G#4', 0.25)",0.0025243998520733846
"('C5', 0.25)",0.005145273583843841
"('G#4.E-4', 0.25)",0.005209589503641889
"('E-4', 0.5)",0.006978277298088209
"('C#5', 0.25)",0.008972070811827697
"('E-4', 0.25)",0.011239206984708889
"('C5', Fraction(1, 3))",0.012429051500972777
"('G#3', 0.25)",0.014760503593652018
"('G#5', 1.75)",0.015082083192642258
"('G#4.E-5', Fraction(2, 3))",0.015098162172591769
"('C5', 1.0)",0.016497033428199314
"('C4', 0.25)",0.01974498737800074
"('E-3', Fraction(2, 3))",0.02046854147572878
"('E-5.G#4.C5', 0.25)",0.020500699435627802
"('C#5', 1.0)",0.02169054395189169
"('B-3', Fraction(1, 3))",0.022719598668660457
"('G5', Fraction(1, 3))",0.023636100525782643
"('G5', Fraction(2, 3))",0.024231022783914587
"('G5.C#5.B-4', 0.25)",0.0242471017638641
"('G#5.E5', 1.0)",0.024263180743813614
"('E-5', 0.25)",0.02657855385654334
"('G#4', Fraction(4, 3))",0.027269949994372357
"('E-5', 0.75)",0.02841155757078771
"('G#4', 1.25)",0.029199427588313797
"('G#5', 0.5)",0.03019632434518354
"('G5', 0.75)",0.030775167623365973
"('G#5.F4', 0.25)",0.030807325583264995
"('F5', 0.25)",0.032752882157155945
"('C5', 0.5)",0.03415175341276349
"('B-4', 0.25)",0.036386731625745655
"('C#5', Fraction(17, 12))",0.036467126525493214
"('B-4', 0.75)",0.03751226022221149
"('G#5', Fraction(5, 3))",0.03778560288135319
"('C#5.G#4', 0.25)",0.03794639268084831
"('B-5.G#5', 0.25)",0.03812326146029294
"('B-5', 0.25)",0.03905584229736464
"('G5', 0.25)",0.04095316193140706
"('G4.C#5.B-5', 0.25)",0.04096924091135657
"('C#5', 0.5)",0.04264145482610582
"('G#4', 1.0)",0.04458701139999677
"('G#4.C#5', 0.5)",0.04463524833984531
"('F5.G5', 0.25)",0.04486035405913848
"('G#5', 0.25)",0.0465004100139887
"('F3', 0.25)",0.048076150049040874
"('F5.D5', 0.25)",0.048429887607930135
"('B-4', 0.5)",0.05013425948257841
"('B-4.G4', 0.25)",0.05050407602141718
"('F5', 0.75)",0.05130802501889278
"('B-4.D5', Fraction(1, 3))",0.051324103998842296
"('G4', 0.25)",0.0544112681491486
"('E-5.B-4', 0.25)",0.054507742028845674
"('F5.E-3', 0.25)",0.05452382100879519
"('E-5.E-1.G4', 0.25)",0.0545398999887447
"('C#5.G4.E-5', Fraction(1, 3))",0.05455597896869421
"('F5', Fraction(1, 3))",0.05579406042480664
"('F5', Fraction(5, 12))",0.0558744553245542
"('F1.F2', 0.25)",0.05595485022430176
"('G4', 1.0)",0.057144694740565646
"('C5', Fraction(2, 3))",0.05777177495859662
"('D5.E-5', 0.25)",0.05794864373804125
"('D5.B-4', Fraction(1, 3))",0.05799688067788979
"('F2.F3', 0.25)",0.058077275577637345
"('D5', Fraction(1, 3))",0.05907417233450709
"('E-1.G4', 0.25)",0.059106330294406116
"('F4.E-2', 0.25)",0.05913848825430514
"('G4.E-4.B-4.G4', 0.25)",0.059154567234254656
"('G1', 0.25)",0.059379672953547825
"('G4.D5', 0.25)",0.05941183091344685
"('E-5.E5.C#5', 0.25)",0.059427909893396365
"('C#1.C#2.G4', 0.25)",0.05946006785329539
"('F4', 0.25)",0.06167896708632805
"('E-5.D5', 0.25)",0.061871914845722194
"('E-5.F1', 0.25)",0.06188799382567171
"('E-5.D1.G1.D2.G4', 0.25)",0.06190407280562122
"('F4.G4.E-5', 0.25)",0.06192015178557073
"('B-1.G4', 0.25)",0.061936230765520246
"('E-5.G4.B-4', Fraction(1, 3))",0.06195230974546976
"('D5.B-4', 0.25)",0.06203270464521732
"('E-1.E-2.G4', 0.25)",0.062064862605116344
"('E-5.E-1.G1.D5', 0.25)",0.06208094158506586
"('E-5.C#1.C#2', 0.25)",0.06209702056501537
"('G#4', Fraction(1, 3))",0.06357628672037048
"('E-5.C5.E-1', 0.25)",0.06359236570032
"('E-5', Fraction(1, 3))",0.06502339491582657
"('E-5.F2.F1.G#4', 0.25)",0.06503947389577608
"('G4.E-5', 0.25)",0.0650716318556751
"('D2.D3.F4', 0.25)",0.06510378981557413
"('E-5.E-1', 0.25)",0.06511986879552364
"('C#1.C#2.E-1', 0.25)",0.06513594777547316
"('G#4.D5', 0.25)",0.06515202675542267
"('E-5.E5', 0.25)",0.06528065859501876
"('F5.E-1.E-2', 0.25)",0.06529673757496827
"('G1.C#5', 0.25)",0.06531281655491779
"('G4', 0.5)",0.06664737189072728
"('G1.G4.B-4', 0.25)",0.0666634508706768
"('D5', 0.25)",0.06878587622401237
"('B4.E-1', 0.25)",0.06880195520396189
"('F4', Fraction(2, 3))",0.06952550930168992
"('E-4.G4', 0.25)",0.06973453604103358
"('E-4', Fraction(4, 3))",0.07023298441946844
"('E-1.E-2', 0.25)",0.0702973003392665
"('E-3', 0.5)",0.07153538179537892
"('E-1', 0.25)",0.0716479346550255
"('E-5', 1.5)",0.07227501487305647
"('G4', 0.75)",0.07333622754972427
"('G3', 0.25)",0.07510491534417059
"('B-4.E-1', 0.25)",0.0751209943241201
"('G#4', 0.5)",0.07690576109851593
"('F4', 0.5)",0.07864229093306323
"('F4', 1.25)",0.07933368707089225
"('D5', 1.25)",0.07986429340922614
"('B-1.B-2', 0.25)",0.07989645136912517
"('G3.B-4.E-4', 0.25)",0.07991253034907468
"('F4', Fraction(5, 3))",0.08037882076761053
"('B-3.E-1', 0.25)",0.08039489974756005
"('E-4', Fraction(1, 3))",0.08139179650442979
"('B-3', Fraction(2, 3))",0.08242085122119856
"('B-1.E-4', 0.25)",0.08243693020114808
"('D1.B-3', 0.25)",0.08245300918109759
"('B-2', 0.25)",0.08336951103821977
"('E3', 0.25)",0.08473622433392829
"('G#4.B-4', 0.25)",0.08492917209332243
"('E-5.C5', 0.25)",0.08526683067226218
"('G#3.G#4', 0.25)",0.08545977843165632
"('B-4', Fraction(2, 3))",0.08621549048928338
"('G3.G4', 0.25)",0.08636020130882899
"('G4.F4', 0.25)",0.08653707008827362
"('E-4', Fraction(2, 3))",0.08764651970478994
"('C#2.G4', 0.25)",0.08766259868473945
"('G4.E4.C#4', 0.25)",0.08767867766468897
"('G4.E5', 0.25)",0.0877269146045375
"('B-4', Fraction(1, 3))",0.08864341646165969
"('E-4.C#4', 0.25)",0.08877204830125578
"('F#5', Fraction(1, 3))",0.08931873361953918
"('F5', 0.5)",0.09062113099544965
"('F5.C#5.E-4', 0.25)",0.09063720997539916
"('E-5.G#1', 0.25)",0.09065328895534867
"('G#4', 0.75)",0.09206823919090573
"('F#4.E-4', 0.25)",0.09216471307060281
"('G#4.C#1', 0.25)",0.09218079205055232
"('F#4', Fraction(1, 3))",0.09293650410817939
"('C#1.E-4', 0.25)",0.0929525830881289
"('F#4', Fraction(1, 6))",0.09300082002797744
"('F4', 0.75)",0.09399771678484718
"('C#5.G#4', 1.0)",0.09402987474474621
"('G#1', 0.25)",0.09457656006302961
"('B-3', 0.25)",0.09639348479732447
"('C#5', 0.75)",0.09776019809303299
"('E-2', 0.25)",0.09848375219076103
"('C#5', Fraction(2, 3))",0.09943241200778223
"('E-5', 0.5)",0.10052578264434904
"('C#1', 0.25)",0.10081520428344026
"('F1', 0.25)",0.10102423102278392
"('C#2.C#1.E-2', 0.25)",0.10104031000273343
"('F4', Fraction(4, 3))",0.1013940475616227
